movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
215,21331,4.0,836938276,1,1995,Drama,Romance,"",1169,3.80,0.96,229,489,314,24,382,100,1993,6.43,4.27,0.99,Drama,Comedy,Romance,Action,Thriller
216,21331,2.0,836937575,0,1995,Comedy,"","",1867,3.22,1.14,471,207,234,222,58,100,1993,5.82,4.42,0.88,Drama,Comedy,Romance,Action,Thriller
223,2088,4.0,854968307,1,1994,Comedy,"","",5102,3.86,0.97,509,452,541,50,538,73,1994,2.73,3.27,0.73,Drama,Thriller,Romance,Action,Crime
225,28158,3.0,840768970,0,1994,Drama,Thriller,"",2693,3.29,0.87,377,364,454,10,292,17,1993,1.98,3.88,0.86,Thriller,Adventure,Action,Drama,Romance
231,18992,4.0,1237933092,1,1994,Adventure,Comedy,"",7051,2.93,1.21,364,648,344,377,608,45,1989,10.49,4.09,0.79,Drama,Thriller,Comedy,Action,Adventure
246,1436,5.0,840203923,1,1994,Documentary,"","",2288,4.06,0.95,497,555,265,50,32,38,1993,1.62,3.18,0.93,Thriller,Crime,Comedy,Drama,Sci-Fi
247,1436,4.0,840205145,1,1994,Crime,Drama,"",1650,3.85,0.90,319,303,431,471,348,53,1993,1.51,3.28,0.91,Thriller,Comedy,Crime,Drama,Action
253,24269,3.0,856817200,0,1994,Drama,Horror,"",6010,3.50,0.94,509,457,912,300,800,59,1993,7.38,3.07,1.08,Drama,Comedy,Romance,Thriller,Crime
260,27108,5.0,865275044,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,6,733,786,780,648,14,1995,0.52,3.50,1.34,Action,Thriller,Adventure,Romance,Mystery
260,675,3.0,866213834,0,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,6,25,62,32,"",11,1995,0.50,3.27,0.65,Thriller,Drama,Mystery,Sci-Fi,Romance
261,21249,3.0,939466196,0,1994,Drama,"","",2233,3.63,0.95,345,14,235,21,924,47,1985,17.75,4.21,0.75,Drama,Comedy,Romance,Thriller,Crime
267,21331,5.0,836937729,1,1995,Comedy,"","",813,2.91,1.12,616,491,249,281,60,100,1993,6.26,4.38,0.93,Drama,Romance,Comedy,Action,Thriller
273,2162,3.0,836418583,0,1994,Drama,Horror,Sci-Fi,1633,3.11,0.97,277,31,587,48,597,56,1993,1.57,3.75,1.03,Drama,Romance,Adventure,Action,Comedy
292,16974,3.5,1227452142,1,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,367,231,500,733,316,41,1990,10.31,3.74,0.81,Adventure,Comedy,Action,Thriller,Drama
292,23459,2.0,1069867565,0,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,453,524,590,948,367,15,1991,9.92,2.97,1.17,Drama,Crime,Comedy,Romance,Western
292,6731,4.5,1145526556,1,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,480,296,165,316,780,22,1993,1.62,4.61,0.46,Thriller,Action,Adventure,Sci-Fi,Comedy
299,24269,4.0,856817261,1,1994,Drama,"","",544,3.78,0.95,497,594,750,265,509,68,1992,10.35,3.15,1.07,Drama,Comedy,Romance,Thriller,Crime
307,21331,5.0,836937764,1,1993,Drama,"","",1432,3.96,0.96,529,306,371,267,616,100,1993,6.26,4.41,0.91,Drama,Comedy,Romance,Action,Thriller
31,23459,2.5,1115963204,0,1995,Drama,"","",2033,3.28,0.94,282,455,371,802,800,76,1988,15.53,3.39,1.18,Drama,Romance,Comedy,Thriller,Crime
312,24269,3.0,856820375,0,1995,Comedy,"","",276,2.73,1.07,385,937,151,356,552,100,1988,13.82,3.22,0.84,Drama,Romance,Comedy,Children,Adventure
317,1512,4.0,838990384,1,1994,Comedy,Drama,Fantasy,3486,3.14,1.00,589,454,364,480,110,21,1993,1.82,4.00,0.71,Drama,Action,Adventure,Thriller,Crime
318,15269,3.0,841265046,0,1994,Crime,Drama,"",13826,4.45,0.72,161,457,316,593,165,14,1993,1.94,3.57,1.09,Thriller,Drama,Crime,Adventure,Action
318,7762,5.0,1314553059,1,1994,Crime,Drama,"",13826,4.45,0.72,50,858,296,527,"",5,1990,10.12,4.40,1.08,Drama,Crime,Thriller,War,Comedy
32,3606,3.0,1129822481,0,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,588,780,589,1,260,20,1989,12.47,4.08,0.78,Action,Drama,Thriller,Adventure,Comedy
330,21783,4.0,938852228,1,1995,Action,Crime,Horror,327,2.77,1.03,305,267,725,830,410,60,1994,1.43,3.28,0.90,Comedy,Drama,Romance,Fantasy,Action
339,26005,3.0,831628638,0,1995,Comedy,Romance,"",5030,3.52,0.92,318,1,595,588,344,13,1993,1.91,3.54,1.13,Comedy,Drama,Adventure,Animation,Children
34,4937,4.0,972770259,1,1995,Children,Drama,"",7042,3.63,1.11,480,317,805,736,919,62,1988,17.30,3.28,1.27,Drama,Romance,Comedy,Thriller,Adventure
342,691,5.0,962619537,1,1994,Comedy,"","",2568,3.52,1.02,588,492,348,497,892,9,1987,18.33,4.22,0.83,Comedy,Animation,Children,Romance,Drama
344,13865,3.0,846461851,0,1994,Comedy,"","",8273,2.98,1.11,380,"","","","",3,1992,2.89,3.33,0.58,Action,Adventure,Comedy,Romance,Thriller
344,21889,3.0,1168056518,0,1994,Comedy,"","",8273,2.98,1.11,648,349,110,260,593,18,1987,17.69,3.72,0.62,Drama,Crime,Thriller,Action,Adventure
348,1436,4.0,840204040,1,1994,Comedy,"","",1744,3.72,0.89,608,246,497,555,265,41,1993,1.60,3.27,0.98,Thriller,Crime,Comedy,Drama,Sci-Fi
348,21331,4.0,836937395,1,1994,Comedy,"","",1744,3.72,0.89,468,736,163,508,237,84,1993,1.42,4.46,0.86,Drama,Romance,Comedy,Action,Thriller
349,18992,3.0,1237933077,0,1994,Action,Crime,Drama,6309,3.64,0.81,364,648,344,377,608,41,1989,10.92,4.22,0.69,Drama,Thriller,Comedy,Action,Adventure
349,21331,3.0,836936641,0,1994,Action,Crime,Drama,6309,3.64,0.81,588,165,380,590,592,6,1992,2.59,4.50,0.84,Action,Thriller,Adventure,Crime,Comedy
349,23843,5.0,867780827,1,1994,Action,Crime,Drama,6309,3.64,0.81,17,991,934,580,941,100,1983,20.65,3.60,0.93,Drama,Romance,Comedy,Thriller,Adventure
350,27248,3.0,962894045,0,1994,Drama,Mystery,Thriller,3475,3.48,0.81,903,904,223,517,648,100,1990,11.36,3.33,0.78,Drama,Thriller,Romance,Action,Comedy
351,23459,4.0,988846650,1,1994,Comedy,Drama,Romance,795,3.28,0.92,539,361,440,11,509,100,1980,20.76,4.03,1.22,Drama,Comedy,Romance,Thriller,Crime
353,27248,3.0,962837787,0,1994,Action,Crime,Fantasy,3640,3.50,1.00,521,165,707,587,733,78,1986,16.09,3.62,0.72,Comedy,Drama,Thriller,Romance,Crime
357,11722,3.0,1157339934,0,1994,Comedy,Romance,"",6126,3.63,0.94,296,590,500,50,349,27,1993,1.27,3.87,0.66,Drama,Thriller,Action,Adventure,Comedy
357,27248,4.0,962797626,1,1994,Comedy,Romance,"",6126,3.63,0.94,52,909,588,356,348,29,1980,20.07,3.86,0.64,Drama,Comedy,Romance,Adventure,War
36,23843,5.0,839631727,1,1995,Crime,Drama,"",4547,3.94,0.90,302,246,205,594,235,70,1992,6.94,3.64,1.10,Drama,Comedy,Thriller,Romance,Action
36,24269,4.0,856815252,1,1995,Crime,Drama,"",4547,3.94,0.90,17,"","","","",6,1995,0.55,3.00,0.63,Drama,Romance,"","",""
362,7252,5.0,842959122,1,1994,Adventure,Children,Romance,1657,3.38,0.96,272,780,497,265,17,42,1993,1.52,3.24,0.93,Drama,Thriller,Action,Comedy,Romance
365,24269,3.0,856818188,0,1993,Drama,"","",395,3.10,0.96,909,412,531,162,314,100,1986,17.66,3.41,0.78,Drama,Romance,Comedy,Fantasy,War
377,1512,5.0,838990384,1,1994,Action,Romance,Thriller,9053,3.49,0.94,317,589,454,364,480,22,1993,1.79,4.00,0.69,Drama,Action,Adventure,Thriller,Crime
377,28135,3.0,850845963,0,1994,Action,Romance,Thriller,9053,3.49,0.94,480,590,593,111,342,26,1993,3.95,4.04,0.82,Drama,Comedy,Romance,Adventure,Thriller
377,4937,3.0,1027963180,0,1994,Action,Romance,Thriller,9053,3.49,0.94,337,"","","","",7,1987,20.75,2.57,0.79,Drama,"","","",""
378,18333,4.0,945581807,1,1994,Comedy,Romance,"",545,3.13,0.81,339,587,367,586,500,13,1993,2.01,3.38,1.39,Comedy,Drama,Romance,Fantasy,War
380,2136,4.0,1073529573,1,1994,Action,Adventure,Comedy,9364,3.48,0.93,780,186,339,457,454,23,1991,11.61,4.28,0.47,Drama,Romance,Comedy,Crime,Thriller
39,11888,4.0,845674739,1,1995,Comedy,Romance,"",5741,3.42,0.98,539,410,597,589,377,48,1993,1.58,3.31,0.97,Comedy,Thriller,Drama,Action,Adventure
410,27990,4.0,1197548133,1,1993,Children,Comedy,Fantasy,3972,2.99,0.93,364,924,111,608,441,20,1987,14.21,3.42,1.16,Drama,Crime,Thriller,Adventure,Comedy
434,12847,4.0,834168031,1,1993,Action,Adventure,Thriller,5380,3.06,0.92,318,595,588,590,296,9,1992,2.24,3.78,0.83,Drama,Comedy,Crime,Adventure,Animation
441,15634,3.0,1191620251,0,1993,Comedy,"","",1775,3.69,0.97,431,"","","","",2,1994,1.41,2.75,1.06,Crime,Drama,"","",""
448,23459,4.5,1110177219,1,1993,Drama,"","",673,3.59,0.89,944,914,928,953,81,58,1989,14.02,3.19,1.22,Drama,Romance,Comedy,Crime,Thriller
457,2136,4.0,1073529193,1,1993,Thriller,"","",10736,3.97,0.78,454,597,153,919,179,19,1991,12.74,4.39,0.43,Drama,Romance,Comedy,Crime,Action
466,23843,2.0,864048136,0,1993,Action,Comedy,War,2919,2.91,1.02,580,941,379,423,256,100,1983,20.47,3.73,0.86,Drama,Romance,Comedy,Thriller,Crime
47,16576,3.0,835020211,0,1995,Mystery,Thriller,"",9335,4.06,0.87,34,457,300,110,208,24,1993,1.65,3.83,0.70,Drama,Adventure,Action,Thriller,Children
47,6731,5.0,1145524953,1,1995,Mystery,Thriller,"",9335,4.06,0.87,356,110,353,457,592,11,1993,1.79,4.55,0.52,Action,Thriller,Drama,Adventure,Comedy
480,18992,4.0,1237931335,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,260,110,457,1,590,14,1992,4.68,4.36,0.63,Drama,Comedy,Crime,Thriller,Action
480,21259,4.5,1083866094,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,356,593,296,497,653,10,1985,19.31,4.25,1.09,Comedy,Drama,Fantasy,War,Romance
480,27990,4.5,1205389880,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,356,593,70,785,596,100,1988,14.92,3.35,0.88,Drama,Comedy,Thriller,Action,Crime
489,21783,3.0,938852331,0,1993,Comedy,"","",681,2.74,0.90,478,330,305,267,725,67,1994,1.39,3.28,0.87,Comedy,Drama,Romance,Fantasy,Action
497,26439,4.0,896882627,1,1993,Comedy,Romance,"",3047,3.88,0.91,110,246,50,924,930,11,1980,17.45,5.00,0.00,Drama,Crime,Action,Adventure,Thriller
52,24269,3.0,856815308,0,1995,Comedy,Drama,Romance,2033,3.54,0.91,608,733,36,17,"",15,1995,0.63,3.00,0.85,Drama,Crime,Thriller,Romance,Action
527,20158,4.5,1155354253,1,1993,Drama,War,"",11017,4.30,0.83,780,1,380,589,590,22,1991,9.19,3.73,1.01,Action,Adventure,Thriller,Drama,Comedy
540,27248,2.0,962837919,0,1993,Thriller,"","",1094,2.75,0.94,521,165,707,587,733,84,1987,15.63,3.54,0.77,Comedy,Drama,Thriller,Romance,Crime
542,15555,3.0,900952478,0,1993,Comedy,Drama,Romance,774,2.85,1.11,550,586,923,924,260,64,1991,10.62,3.97,0.64,Drama,Comedy,Thriller,Crime,Romance
551,21331,5.0,836937252,1,1993,Animation,Children,Fantasy,4460,3.71,0.97,224,31,168,265,48,68,1993,1.51,4.47,0.76,Drama,Romance,Comedy,Action,Thriller
551,4032,4.0,1361003744,1,1993,Animation,Children,Fantasy,4460,3.71,0.97,741,902,596,595,588,42,1976,21.62,4.21,0.67,Drama,Comedy,Romance,Thriller,Children
562,23459,4.5,1110177493,1,1995,Comedy,Drama,"",1349,3.75,0.99,931,515,538,900,448,63,1988,15.37,3.28,1.21,Drama,Romance,Comedy,Crime,Thriller
580,24269,3.0,856819712,0,1994,Drama,"","",141,3.01,0.91,937,151,356,552,517,100,1987,15.51,3.34,0.76,Drama,Romance,Comedy,Children,Musical
586,28316,2.5,1262813403,0,1990,Children,Comedy,"",6155,3.09,1.00,260,541,293,778,858,23,1986,15.39,3.11,0.89,Crime,Sci-Fi,Thriller,Drama,Action
588,21331,5.0,836936638,1,1992,Adventure,Animation,Children,8980,3.67,0.92,165,380,590,592,"",5,1992,2.88,4.40,0.89,Action,Thriller,Crime,Adventure,Drama
588,25912,4.0,1111631464,1,1992,Adventure,Animation,Children,8980,3.67,0.92,318,316,368,953,520,9,1988,16.05,3.39,1.75,Action,Romance,Western,Comedy,Drama
589,28197,5.0,1037945460,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,924,260,750,541,356,20,1990,9.53,3.80,0.95,Adventure,Drama,Sci-Fi,War,Action
589,829,4.0,1329874513,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,1,260,480,356,"",5,1990,7.64,4.10,0.74,Adventure,Comedy,Action,Sci-Fi,Drama
590,16250,4.0,837515441,1,1990,Adventure,Drama,Western,9497,3.72,0.97,150,"","","","",4,1993,2.71,2.75,1.26,Adventure,Drama,IMAX,"",""
592,19338,4.0,829733584,1,1989,Action,Crime,Thriller,10028,3.40,0.84,437,300,296,"","",5,1994,0.00,4.00,1.00,Comedy,Drama,Crime,Thriller,""
592,28675,4.5,1111584577,1,1989,Action,Crime,Thriller,10028,3.40,0.84,69,858,805,163,112,11,1992,6.94,3.41,0.74,Crime,Thriller,Action,Comedy,Drama
594,27248,4.0,963046705,1,1937,Animation,Children,Drama,3902,3.61,0.97,991,903,904,223,517,100,1990,11.56,3.33,0.78,Drama,Thriller,Romance,Action,Comedy
595,14899,5.0,864503504,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,105,593,527,110,21,26,1993,5.75,3.88,0.86,Drama,Thriller,Crime,Action,Adventure
595,4937,5.0,972771967,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,333,267,351,104,5,83,1989,15.16,3.38,1.23,Drama,Comedy,Romance,Thriller,Children
596,2136,5.0,1145932972,1,1940,Animation,Children,Fantasy,2765,3.53,0.99,594,595,364,509,11,45,1991,11.80,4.26,0.48,Drama,Romance,Comedy,Thriller,Action
6,2088,3.0,854967366,0,1995,Action,Crime,Thriller,5245,3.84,0.86,648,25,17,1,"",10,1995,0.53,3.40,0.52,Adventure,Drama,Romance,Animation,Children
616,2162,3.0,836418816,0,1970,Animation,Children,"",1726,3.38,0.93,594,169,376,5,277,74,1993,6.76,3.58,1.03,Drama,Adventure,Action,Comedy,Romance
637,18333,2.0,945582573,0,1996,Comedy,"","",1246,2.82,1.01,378,339,587,367,586,22,1994,1.68,2.82,1.37,Comedy,Romance,Drama,Fantasy,War
648,1159,4.0,1018346991,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,480,377,592,21,555,18,1980,19.98,4.22,1.00,Thriller,Crime,Action,Sci-Fi,Drama
648,28839,4.0,1069147814,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,592,733,380,10,356,25,1991,6.91,3.44,0.77,Action,Adventure,Sci-Fi,Thriller,Drama
648,29210,3.0,1296984776,0,1996,Action,Adventure,Mystery,8117,3.37,0.90,356,377,745,318,909,12,1989,11.30,3.08,1.70,Romance,Drama,Comedy,Action,Western
648,29549,2.0,1159010814,0,1996,Action,Adventure,Mystery,8117,3.37,0.90,367,296,356,32,223,14,1994,0.94,2.79,1.40,Comedy,Thriller,Drama,Crime,Mystery
648,3210,4.0,1119396467,1,1996,Action,Adventure,Mystery,8117,3.37,0.90,316,969,940,919,260,20,1982,21.33,3.70,0.64,Adventure,Action,Romance,Thriller,Drama
663,1436,3.0,860773163,0,1996,Comedy,"","",724,3.40,1.01,149,832,81,924,318,100,1986,17.37,3.05,0.98,Drama,Comedy,Romance,Crime,Thriller
688,21783,2.0,938850310,0,1995,Action,Adventure,Comedy,654,2.67,1.08,500,348,70,551,39,17,1993,1.85,3.65,0.79,Comedy,Drama,Romance,Fantasy,Thriller
75,20219,3.0,867630489,0,1996,Comedy,Drama,"",125,2.45,1.16,996,782,725,63,694,100,1995,2.41,2.56,0.83,Comedy,Crime,Drama,Action,Thriller
761,23843,3.0,864044652,0,1996,Action,Adventure,"",789,2.78,1.00,852,882,653,799,999,100,1994,6.00,3.52,0.72,Drama,Comedy,Romance,Thriller,Action
780,11888,4.0,845675171,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,293,551,158,44,186,88,1993,1.37,3.20,0.97,Drama,Action,Comedy,Thriller,Adventure
784,29912,1.0,866820590,0,1996,Comedy,Thriller,"",3116,2.70,1.05,367,500,786,141,"",31,1994,3.36,2.65,1.05,Comedy,Action,Drama,Thriller,Crime
786,10351,3.0,851791305,0,1996,Action,Drama,Thriller,3445,3.15,0.99,608,6,1,32,25,6,1995,0.52,4.00,0.63,Thriller,Drama,Comedy,Crime,Romance
786,21452,4.0,836522030,1,1996,Action,Drama,Thriller,3445,3.15,0.99,318,316,231,329,595,15,1993,1.87,4.47,0.64,Adventure,Action,Crime,Drama,Comedy
79,675,3.0,866214726,0,1996,Drama,Thriller,"",1177,3.12,0.96,628,708,6,25,62,18,1994,4.38,3.11,0.83,Thriller,Drama,Mystery,Romance,Crime
805,16974,3.5,1227452685,1,1996,Drama,Thriller,"",2550,3.67,0.90,543,158,485,432,520,73,1989,14.75,3.68,0.67,Comedy,Adventure,Action,Thriller,Drama
852,26005,3.0,844074559,0,1996,Comedy,Drama,Romance,2262,3.20,0.92,851,362,353,593,364,57,1993,2.74,3.49,0.76,Drama,Crime,Comedy,Thriller,Children
858,11563,4.0,1217542849,1,1972,Crime,Drama,"",8996,4.35,0.86,73,782,147,382,"",5,1995,0.84,3.20,1.25,Drama,Thriller,Horror,Romance,War
905,4032,4.0,1360802640,1,1934,Comedy,Romance,"",924,4.13,0.79,158,198,345,673,783,13,1985,16.75,4.00,0.79,Drama,Comedy,Romance,Children,Thriller
911,15271,3.0,1008098895,0,1963,Comedy,Crime,Mystery,936,4.10,0.75,903,882,922,527,904,28,1984,18.21,4.14,0.52,Drama,Romance,Thriller,Comedy,Mystery
924,18992,5.0,1237933278,1,1968,Adventure,Drama,Sci-Fi,5530,3.95,1.05,912,288,25,6,21,68,1990,10.66,3.96,0.80,Drama,Thriller,Comedy,Action,Crime
1,18386,3.0,867746937,0,1995,Adventure,Animation,Children,10759,3.91,0.89,277,34,150,919,318,44,1986,16.57,2.89,1.37,Drama,Adventure,Romance,Fantasy,Comedy
1,3858,4.0,1266797517,1,1995,Adventure,Animation,Children,10759,3.91,0.89,260,356,326,905,608,32,1980,19.45,3.12,1.59,Drama,Thriller,Comedy,Mystery,Crime
107,2756,3.0,1025400904,0,1996,Adventure,Children,Comedy,1402,3.20,1.05,593,919,953,904,924,27,1981,20.00,3.74,1.06,Drama,Romance,Thriller,Comedy,Mystery
11,10309,4.0,977266291,1,1995,Comedy,Drama,Romance,3846,3.69,0.88,377,370,233,24,105,43,1992,8.07,4.02,0.41,Drama,Thriller,Romance,Comedy,Action
110,9308,4.0,833078396,1,1995,Action,Drama,War,11637,4.04,0.97,47,300,318,588,150,21,1993,1.50,3.33,1.11,Drama,Crime,Thriller,Comedy,Adventure
111,7655,4.0,1212276106,1,1976,Crime,Drama,Thriller,5305,4.12,0.85,260,858,296,912,527,10,1976,21.97,4.30,0.48,Drama,Crime,Mystery,Comedy,Thriller
153,19289,2.0,1189484533,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,47,50,588,590,356,22,1993,2.04,3.02,0.89,Thriller,Drama,Crime,Comedy,War
16,15947,5.0,1320790204,1,1995,Crime,Drama,"",3846,3.81,0.85,111,593,296,778,47,7,1988,10.16,4.71,0.76,Crime,Drama,Thriller,Comedy,Mystery
161,27339,5.0,835374008,1,1995,Drama,Thriller,War,5113,3.74,0.80,10,292,316,588,349,16,1993,1.67,3.75,0.93,Adventure,Action,Drama,Thriller,Comedy
2,19289,2.5,1189485869,0,1995,Adventure,Children,Fantasy,4853,3.21,0.96,223,586,161,539,231,53,1993,4.22,3.00,0.71,Drama,Comedy,Thriller,Crime,War
213,9032,5.0,934434061,1,1994,Drama,"","",392,4.03,0.99,41,449,32,70,319,69,1989,12.54,3.72,0.86,Comedy,Drama,Crime,Thriller,Action
231,27563,2.0,901224127,0,1994,Adventure,Comedy,"",7051,2.93,1.21,141,339,500,708,648,52,1991,10.34,3.79,0.91,Drama,Comedy,Thriller,Romance,Adventure
232,27130,4.0,1365007733,1,1994,Comedy,Drama,Romance,1373,4.03,0.85,903,296,497,750,"",7,1984,16.11,3.29,1.15,Comedy,Romance,Drama,Thriller,War
253,9032,3.0,934435080,0,1994,Drama,Horror,"",6010,3.50,0.94,272,21,337,551,308,85,1990,11.41,3.71,0.87,Comedy,Drama,Crime,Thriller,Action
267,3281,3.0,1037151311,0,1995,Comedy,"","",813,2.91,1.12,597,47,"","","",4,1993,2.65,3.50,1.29,Mystery,Thriller,Comedy,Romance,""
273,3858,1.5,1266808430,0,1994,Drama,Horror,Sci-Fi,1633,3.11,0.97,968,247,475,198,910,81,1987,15.08,2.88,1.37,Drama,Thriller,Comedy,Crime,Mystery
282,7362,5.0,831417813,1,1994,Drama,"","",2426,3.39,1.00,50,111,47,266,34,28,1993,3.60,3.86,1.01,Drama,Thriller,Crime,Action,Mystery
290,7362,4.0,831418647,1,1994,Crime,Drama,"",888,4.02,0.87,164,747,229,198,233,78,1993,2.98,3.73,0.96,Drama,Thriller,Action,Crime,Comedy
296,27081,4.0,880937436,1,1994,Comedy,Crime,Drama,14616,4.17,0.98,593,924,608,786,527,6,1989,10.87,4.67,0.52,Drama,Thriller,Action,War,Crime
306,9032,3.0,934432943,0,1994,Drama,"","",1537,4.07,0.92,29,50,593,296,527,61,1989,13.22,3.72,0.88,Comedy,Crime,Drama,Action,Thriller
308,17866,3.0,832023431,0,1994,Comedy,Drama,"",1102,3.89,0.88,307,293,36,162,306,34,1994,1.37,3.26,1.36,Crime,Drama,Thriller,Comedy,Adventure
318,12542,5.0,838287726,1,1994,Crime,Drama,"",13826,4.45,0.72,595,165,588,349,590,12,1993,2.07,3.67,0.89,Adventure,Action,Thriller,Drama,Comedy
32,3826,4.5,1089017489,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,780,1,589,380,318,15,1992,4.61,4.23,0.73,Action,Thriller,Sci-Fi,Adventure,Comedy
333,19289,3.5,1189559776,1,1995,Comedy,"","",2284,3.34,1.09,145,529,852,805,5,74,1993,3.67,3.07,0.71,Drama,Comedy,Thriller,Crime,Romance
339,8092,3.0,892221143,0,1995,Comedy,Romance,"",5030,3.52,0.92,838,223,277,837,595,19,1992,4.14,2.95,1.22,Comedy,Drama,Children,Fantasy,Adventure
34,20252,3.0,1112545836,0,1995,Children,Drama,"",7042,3.63,1.11,372,588,910,"","",5,1987,15.96,3.10,0.82,Comedy,Crime,Adventure,Animation,Children
34,5613,3.5,1160416413,1,1995,Children,Drama,"",7042,3.63,1.11,306,1,457,318,154,42,1990,11.05,3.43,0.97,Drama,Thriller,Action,Adventure,Crime
342,8092,3.0,892221345,0,1994,Comedy,"","",2568,3.52,1.02,39,838,223,277,837,27,1993,3.56,2.89,1.22,Comedy,Drama,Children,Fantasy,Romance
353,28449,4.0,965350673,1,1994,Action,Crime,Fantasy,3640,3.50,1.00,26,536,851,70,349,100,1994,1.26,3.92,0.80,Drama,Thriller,Comedy,Crime,Action
356,451,3.0,1224670083,0,1994,Comedy,Drama,Romance,14426,4.03,0.95,909,741,123,232,70,34,1991,9.46,3.19,0.62,Drama,Thriller,Comedy,Crime,Romance
